日期,大盘成长,大盘价值,小盘成长,小盘价值,中债-总财富(总值)指数
2023/6/1,4423.9394,6854.5631,5237.8481,6529.9651,220.8074
2023/6/2,4497.052,6948.8786,5307.3365,6574.5721,220.7258
2023/6/5,4435.1814,6977.3367,5283.3339,6593.9341,220.7724
2023/6/6,4368.5099,6968.8603,5169.9977,6491.8307,220.9088
2023/6/7,4311.1262,7004.2636,5146.789,6521.7984,221.0353
2023/6/8,4324.4345,7127.5774,5101.1186,6546.1731,221.0132
2023/6/9,4348.007,7125.2052,5135.766,6539.0025,221.1721
2023/6/12,4375.4206,7084.2107,5167.3655,6529.0296,221.3168
2023/6/13,4405.8935,7077.6254,5175.4201,6498.7817,221.6408
2023/6/14,4411.5385,7016.9638,5165.6736,6487.478,221.8338
2023/6/15,4549.0816,7062.1466,5233.6415,6515.5994,221.5194
2023/6/16,4591.224,7088.19,5274.7734,6524.8657,221.2203
2023/6/19,4540.0177,6988.2205,5285.561,6467.6428,221.0297
2023/6/20,4531.1173,6937.5902,5296.6221,6432.0859,221.1366
2023/6/21,4439.998,6891.8107,5155.2492,6351.3208,221.2944
2023/6/26,4414.311,6785.6081,5087.754,6262.4488,221.4702
2023/6/27,4436.2586,6891.4679,5121.6869,6377.0354,221.3929
2023/6/28,4428.299,6898.2359,5103.2316,6393.6146,221.4888
2023/6/29,4393.8397,6857.4028,5118.018,6388.5793,221.5684
2023/6/30,4434.0396,6881.3676,5198.8051,6432.1258,221.8025
2023/7/3,4490.6105,6994.7269,5224.6509,6470.0085,221.8637
2023/7/4,4506.1984,6961.3611,5241.8085,6436.1611,221.9083
2023/7/5,4473.0294,6919.5049,5203.9776,6431.6879,221.9595
2023/7/6,4428.5996,6882.73,5172.0389,6386.3953,222.0525
2023/7/7,4389.4784,6878.9724,5126.0075,6403.0335,222.1158
2023/7/10,4452.3419,6878.5769,5139.8298,6419.5838,222.1872
2023/7/11,4481.8879,6910.6483,5182.1008,6435.7736,222.308
2023/7/12,4461.9955,6873.5425,5113.2987,6373.5614,222.3158
2023/7/13,4546.8608,6952.4533,5172.8256,6424.7516,222.3271
2023/7/14,4521.0705,6978.3194,5136.1238,6425.2567,222.2765
2023/7/17,4476.9275,6900.64,5113.6464,6414.5274,222.4206
2023/7/18,4471.6202,6858.506,5129.1611,6417.9812,222.5826
2023/7/19,4446.0617,6889.6278,5102.8629,6447.5745,222.6433
2023/7/20,4431.79,6845.1452,5054.2875,6401.7698,222.6809
2023/7/21,4422.5949,6815.2227,5055.5768,6412.6664,222.852
2023/7/24,4376.6832,6793.1955,5013.7338,6414.0125,223.0564
2023/7/25,4511.8319,7011.2369,5112.254,6520.0919,222.458
2023/7/26,4513.368,6994.5859,5095.1398,6530.6153,222.5789
2023/7/27,4496.4066,6997.7076,5040.3655,6509.9582,222.7991
2023/7/28,4582.1019,7189.0583,5098.3249,6629.2414,222.7336
2023/7/31,4625.29,7222.234,5134.319,6695.6697,222.6234
2023/8/1,4602.4563,7192.7197,5140.8986,6703.0769,222.7324
2023/8/2,4578.2638,7102.571,5134.8152,6670.1102,222.8262
2023/8/3,4627.4243,7178.0956,5145.4212,6697.7497,222.9815
2023/8/4,4640.6465,7203.6504,5164.3558,6701.8399,223.0174
2023/8/7,4601.4389,7157.8845,5142.2024,6638.375,223.1017
2023/8/8,4598.499,7127.6341,5104.0783,6618.0342,223.151
2023/8/9,4591.9754,7115.8285,5074.8989,6571.1324,223.1927
2023/8/10,4609.9838,7123.5132,5089.4194,6584.8995,223.1603
2023/8/11,4503.0635,6959.1971,4992.7254,6463.4125,223.2219
2023/8/14,4440.0512,6923.4054,4970.1342,6461.8096,223.4582
2023/8/15,4397.1509,6956.5307,4917.1304,6458.1619,223.7941
2023/8/16,4359.4512,6922.4308,4870.5799,6443.0819,223.9654
2023/8/17,4390.2628,6908.689,4911.6301,6467.393,223.958
2023/8/18,4330.0059,6870.9823,4812.8627,6386.8069,224.0396
2023/8/21,4258.4464,6767.9643,4760.9823,6314.9455,224.3885
2023/8/22,4264.2806,6858.7311,4762.1655,6329.2322,224.3678
2023/8/23,4173.5788,6802.5217,4651.2859,6264.6445,224.3779
2023/8/24,4247.0957,6770.9089,4682.7349,6254.1836,224.4097
2023/8/25,4217.9238,6804.3271,4625.9292,6245.9691,224.319
2023/8/28,4254.3381,6914.2362,4672.731,6348.9104,224.115
2023/8/29,4337.3616,6885.1653,4807.5864,6403.7657,224.0367
2023/8/30,4344.5716,6847.966,4834.6441,6341.5441,224.0964
2023/8/31,4312.4097,6821.191,4809.092,6280.3489,224.2161
2023/9/1,4334.768,6900.2661,4822.6667,6331.74,223.9969
2023/9/4,4409.5874,7017.5658,4893.6996,6450.3077,223.5806
2023/9/5,4388.1201,6946.4278,4874.2616,6394.8461,223.5881
2023/9/6,4364.2402,6959.5114,4892.8416,6373.9092,223.3229
2023/9/7,4274.4452,6916.9666,4806.4572,6301.2019,223.1479
2023/9/8,4240.4479,6889.6912,4815.0788,6287.9386,223.132
2023/9/11,4272.3384,6920.1842,4879.0295,6370.1993,223.0963
2023/9/12,4261.1689,6910.447,4879.8151,6368.1604,223.253
2023/9/13,4229.3658,6898.2552,4833.4574,6349.0924,223.3829
2023/9/14,4202.5002,6945.7146,4817.1674,6381.2413,223.5589
2023/9/15,4181.0528,6886.2181,4827.5146,6401.2069,223.41
2023/9/18,4215.3986,6890.752,4829.0914,6402.1141,223.2245
2023/9/19,4191.8776,6919.2839,4788.8894,6414.2153,223.211
2023/9/20,4158.2541,6921.5854,4744.0785,6391.4434,223.1788
2023/9/21,4104.6684,6870.9576,4714.043,6348.1432,223.2946
2023/9/22,4183.3905,6980.7718,4820.6381,6404.9476,223.2152
2023/9/25,4168.34,6930.9095,4796.3062,6374.0131,223.0732
2023/9/26,4125.795,6892.3142,4759.6108,6343.3547,222.9519
2023/9/27,4156.5975,6884.8061,4801.3712,6351.6302,222.964
2023/9/28,4133.7564,6869.8751,4818.1053,6355.6745,223.1859
2023/10/9,4134.5414,6852.579,4779.0792,6309.696,223.4949
2023/10/10,4109.1903,6778.7826,4745.2521,6243.555,223.3584
2023/10/11,4132.3935,6770.357,4763.8514,6223.1991,223.1277
2023/10/12,4177.2573,6863.1436,4804.7762,6295.287,223.0795
2023/10/13,4121.4905,6831.731,4769.9608,6263.2645,223.2904
2023/10/16,4051.8447,6810.7761,4708.8657,6261.4126,223.3779
2023/10/17,4060.1059,6853.1948,4722.8336,6286.9707,223.2592
2023/10/18,4028.8755,6824.8584,4647.2963,6212.8111,223.1953
2023/10/19,3950.4484,6670.4079,4613.4033,6125.419,222.9596
2023/10/20,3930.9014,6629.4739,4581.1135,6107.1524,222.9902
2023/10/23,3877.6104,6575.059,4455.0805,5970.2655,223.2122
2023/10/24,3905.6112,6580.2981,4507.8502,6029.7665,223.0806
2023/10/25,3916.9256,6569.8347,4505.7783,6084.5181,223.2655
2023/10/26,3922.4529,6598.4728,4508.7307,6097.6921,223.3459
2023/10/27,4023.4256,6606.1275,4611.7828,6170.3311,223.2981
2023/10/30,4103.801,6537.8106,4668.4411,6168.7992,223.4186
2023/10/31,4070.8782,6536.8384,4655.6411,6155.3922,223.5768
2023/11/1,4042.4733,6525.0773,4635.0201,6147.4202,223.6115
2023/11/2,4005.7315,6542.0665,4578.9937,6117.0967,223.8348
2023/11/3,4060.3069,6539.7273,4644.5352,6117.6578,223.8021
2023/11/6,4151.118,6560.8824,4743.4054,6179.5082,223.8596
2023/11/7,4130.4513,6538.9459,4746.4982,6163.8403,223.8428
2023/11/8,4120.3491,6508.5755,4744.1014,6152.9179,223.8392
2023/11/9,4127.5087,6520.1514,4744.4988,6154.1757,223.9188
2023/11/10,4089.196,6474.1858,4720.6565,6128.9568,223.9738
2023/11/13,4076.0891,6453.8808,4751.0124,6155.241,224.1137
2023/11/14,4068.5742,6461.945,4764.4533,6163.9261,224.0789
2023/11/15,4110.1189,6505.7183,4784.7384,6199.2849,224.0824
2023/11/16,4046.5719,6478.4933,4720.6868,6165.1533,224.2005
2023/11/17,4041.0671,6450.6792,4759.4119,6173.5263,224.2653
2023/11/20,4036.9962,6473.9356,4798.8085,6207.3617,224.2816
2023/11/21,4036.4169,6490.5264,4771.4535,6206.1387,224.2453
2023/11/22,3972.4673,6462.3885,4691.5926,6164.9657,224.1362
2023/11/23,3990.2136,6486.6169,4736.7496,6228.8963,223.9092
2023/11/24,3954.1453,6470.2892,4679.5301,6212.534,223.9158
2023/11/27,3922.0669,6415.3043,4687.2155,6190.9699,223.8306
2023/11/28,3938.9743,6403.905,4707.6294,6203.6944,223.9273
2023/11/29,3903.2094,6338.0049,4677.8371,6161.1077,223.9649
2023/11/30,3901.8083,6364.9127,4663.5659,6163.9382,224.1015
2023/12/1,3876.9753,6355.4699,4693.3977,6193.6791,224.0864
2023/12/4,3838.9326,6327.244,4686.5855,6189.4041,224.0732
2023/12/5,3761.753,6226.6482,4600.7664,6105.594,224.0633
2023/12/6,3791.8636,6201.9055,4632.1856,6127.4276,224.0444
2023/12/7,3765.2475,6214.3581,4628.1677,6141.0685,224.0885
2023/12/8,3778.4058,6217.1005,4633.1405,6119.7997,224.1948
2023/12/11,3793.2634,6250.2711,4680.6839,6184.5336,224.4073
2023/12/12,3783.3894,6306.8316,4671.2697,6201.5772,224.4415
2023/12/13,3708.9051,6229.2442,4617.408,6155.122,224.7022
2023/12/14,3683.8911,6212.2753,4596.3973,6155.339,224.7809
2023/12/15,3682.3346,6190.5904,4574.1495,6115.7644,225.0064
2023/12/18,3647.6911,6207.7355,4504.5171,6058.798,225.2053
2023/12/19,3661.0447,6207.348,4510.7481,6043.087,225.1953
2023/12/20,3628.3749,6160.6534,4454.4749,5986.9732,225.2163
2023/12/21,3684.1526,6197.3678,4490.8015,5992.6026,225.4437
2023/12/22,3695.9798,6232.8959,4479.2924,5960.7159,225.6393
2023/12/25,3710.8817,6239.3058,4491.5282,5947.9773,225.9245
2023/12/26,3679.2907,6226.3071,4446.575,5910.274,226.0686
2023/12/27,3684.1114,6256.0794,4461.5603,5950.0104,226.2393
2023/12/28,3815.2119,6328.2413,4575.8145,6000.3169,226.3313
2023/12/29,3822.8826,6363.1242,4614.5858,6037.7651,226.3193
