"TRADINGDATE","FUNDCLASSID","SYMBOL","NAV","ACCUMULATIVENAV","NAVGROWTHRATE","ACCUMULATIVENAVGROWTH","ADJUSTFACTOR","ACCADJUSTFACTOR","ADJUSTEDNAV","ADJUSTEDNAVGROWTH","RISKPREMIUM","UPDATEID","UPDATESTATE","UPDATETIME","BUSINESSTIME","UTSID"
2020-04-07 00:00:00.000,202000007287,"004685",1.2930,1.2930,2.505153,2.505153,1.000000,1.000000,1.293000,2.505153,2.501053,153818831,1,2020-04-07 22:04:50.000,2020-04-07 20:51:18.000,39184893
2020-07-16 00:00:00.000,202000007287,"004685",1.5203,1.5203,-2.294344,-2.294344,1.000000,1.000000,1.520300,-2.294344,-2.298444,156163356,1,2020-07-16 22:06:12.000,2020-07-16 20:52:00.000,40164721
2020-09-03 00:00:00.000,202000007287,"004685",1.8020,1.8020,-0.650568,-0.650568,1.000000,1.000000,1.802000,-0.650568,-0.654668,156701759,1,2020-09-03 23:04:53.000,2020-09-03 21:52:00.000,40607392
2020-10-29 00:00:00.000,202000007287,"004685",1.8115,1.8115,0.077344,0.077344,1.000000,1.000000,1.811500,0.077344,0.073244,157355020,1,2020-10-29 22:07:50.000,2020-10-29 20:51:59.000,41155628
2020-12-14 00:00:00.000,202000007287,"004685",1.8700,1.8700,0.435039,0.435039,1.000000,1.000000,1.870000,0.435039,0.430939,165605103,1,2020-12-14 23:13:22.000,2020-12-14 21:51:51.000,43306749
2021-01-26 00:00:00.000,202000007287,"004685",1.7278,1.7278,-0.034714,-0.034714,1.000000,1.000000,1.727800,-0.034714,-0.038814,178136847,1,2021-01-26 22:13:18.000,2021-01-26 20:52:01.000,44531110
2021-04-15 00:00:00.000,202000007287,"004685",1.9696,1.9696,0.320888,0.320888,1.000000,1.000000,1.969600,0.320888,0.316788,179184812,1,2021-04-15 22:14:57.000,2021-04-15 20:51:08.000,45301955
2021-06-10 00:00:00.000,202000007287,"004685",2.0722,2.0722,-0.187852,-0.187852,1.000000,1.000000,2.072200,-0.187852,-0.191952,196373162,1,2021-06-10 22:13:24.000,2021-06-10 20:52:57.000,45860980
2021-07-22 00:00:00.000,202000007287,"004685",2.0986,2.0986,0.368262,0.368262,1.000000,1.000000,2.098600,0.368262,0.364162,196909248,1,2021-07-22 22:13:02.000,2021-07-22 20:51:54.000,46359015
2022-01-18 00:00:00.000,202000007287,"004685",2.6390,2.6390,-1.507800,-1.507800,1.000000,1.000000,2.639000,-1.507800,-1.511900,258991149,1,2022-01-18 22:19:18.000,2022-01-18 20:51:49.000,51379970
2022-03-01 00:00:00.000,202000007287,"004685",2.7557,2.7557,1.156303,1.156303,1.000000,1.000000,2.755700,1.156303,1.152203,261548759,1,2022-03-01 21:20:29.000,2022-03-01 19:48:54.000,51936272
2022-05-30 00:00:00.000,202000007287,"004685",2.9585,2.9585,0.972696,0.972696,1.000000,1.000000,2.958500,0.972696,0.968596,266058286,1,2022-05-30 23:18:51.000,2022-05-30 21:46:46.000,53386153
2022-08-30 00:00:00.000,202000007287,"004685",3.4430,3.4430,0.376082,0.376082,1.000000,1.000000,3.443000,0.376082,0.371982,269841915,1,2022-08-30 23:19:57.000,2022-08-30 21:47:12.000,54795817
2022-12-19 00:00:00.000,202000007287,"004685",3.5425,3.5425,-1.670969,-1.670969,1.000000,1.000000,3.542500,-1.670969,-1.675069,272076275,1,2022-12-19 23:20:52.000,2022-12-19 21:49:52.000,56503233
2023-01-11 00:00:00.000,202000007287,"004685",3.5405,3.5405,-0.859655,-0.859655,1.000000,1.000000,3.540500,-0.859655,-0.863755,272698254,1,2023-01-11 23:22:06.000,2023-01-11 21:46:48.000,56887802
2023-02-10 00:00:00.000,202000007287,"004685",3.8130,3.8130,0.236593,0.236593,1.000000,1.000000,3.813000,0.236593,0.232493,273576720,1,2023-02-10 23:20:36.000,2023-02-10 21:46:35.000,57272871
2018-03-14 00:00:00.000,202000007287,"004685",1.0298,1.0298,-0.077625,-0.077625,1.000000,1.000000,1.029800,-0.077625,-0.081725,42581484,1,2018-03-15 07:52:34.000,2018-03-14 20:51:33.000,17414998
2018-05-15 00:00:00.000,202000007287,"004685",1.0434,1.0434,-0.095749,-0.095749,1.000000,1.000000,1.043400,-0.095749,-0.099849,45242771,1,2018-05-16 08:47:10.000,2018-05-15 20:52:09.000,17983617
2018-07-16 00:00:00.000,202000007287,"004685",1.0616,1.0616,0.018843,0.018843,1.000000,1.000000,1.061600,0.018843,0.014743,46864086,1,2018-07-17 07:56:03.000,2018-07-16 20:50:57.000,19008626
2018-09-11 00:00:00.000,202000007287,"004685",1.0563,1.0563,-0.009466,-0.009466,1.000000,1.000000,1.056300,-0.009466,-0.013566,50978850,1,2018-09-12 20:15:47.000,2018-09-12 10:11:27.000,19692700
2019-01-24 00:00:00.000,202000007287,"004685",1.0893,1.0893,0.009181,0.009181,1.000000,1.000000,1.089300,0.009181,0.005081,68850043,1,2019-01-25 02:55:06.000,2019-01-24 19:50:24.000,22352800
2019-03-29 00:00:00.000,202000007287,"004685",1.0973,1.0973,0.054710,0.054710,1.000000,1.000000,1.097300,0.054710,0.050610,70719988,1,2019-03-30 03:37:04.000,2019-03-29 21:50:20.000,23258613
2019-05-30 00:00:00.000,202000007287,"004685",1.1214,1.1214,-0.133583,-0.133583,1.000000,1.000000,1.121400,-0.133583,-0.137683,134639612,1,2019-07-04 01:59:41.000,2019-05-30 20:50:26.000,26506055
2019-09-18 00:00:00.000,202000007287,"004685",1.1543,1.1543,0.391372,0.391372,1.000000,1.000000,1.154300,0.391372,0.387272,140147813,1,2019-09-19 19:05:10.000,2019-09-18 20:52:24.000,28924080
2019-11-14 00:00:00.000,202000007287,"004685",1.1356,1.1356,0.079316,0.079316,1.000000,1.000000,1.135600,0.079316,0.075216,146963508,1,2019-11-15 19:05:00.000,2019-11-14 20:53:54.000,30215113
2020-01-06 00:00:00.000,202000007287,"004685",1.2627,1.2627,0.605529,0.605529,1.000000,1.000000,1.262700,0.605529,0.601429,150380882,1,2020-01-06 22:04:29.000,2020-01-06 20:53:45.000,36159762
2020-02-27 00:00:00.000,202000007287,"004685",1.2530,1.2530,0.553728,0.553728,1.000000,1.000000,1.253000,0.553728,0.549628,152874782,1,2020-02-27 23:04:12.000,2020-02-27 21:52:24.000,37707167
2020-04-27 00:00:00.000,202000007287,"004685",1.2911,1.2911,-0.270354,-0.270354,1.000000,1.000000,1.291100,-0.270354,-0.274454,154042737,1,2020-04-27 22:07:05.000,2020-04-27 20:52:15.000,39331617
2020-07-27 00:00:00.000,202000007287,"004685",1.5658,1.5658,0.339635,0.339635,1.000000,1.000000,1.565800,0.339635,0.335535,156266913,1,2020-07-27 23:07:23.000,2020-07-27 21:51:10.000,40254568
2020-09-16 00:00:00.000,202000007287,"004685",1.7889,1.7889,-0.339833,-0.339833,1.000000,1.000000,1.788900,-0.339833,-0.343933,156825251,1,2020-09-16 22:07:05.000,2020-09-16 20:51:57.000,40724104
2020-12-11 00:00:00.000,202000007287,"004685",1.8619,1.8619,-0.978567,-0.978567,1.000000,1.000000,1.861900,-0.978567,-0.982667,165475650,1,2020-12-11 22:16:25.000,2020-12-11 20:53:01.000,43190477
2021-03-02 00:00:00.000,202000007287,"004685",1.8226,1.8226,-0.360813,-0.360813,1.000000,1.000000,1.822600,-0.360813,-0.364913,178640686,1,2021-03-02 22:13:03.000,2021-03-02 20:52:03.000,44815858
2021-04-12 00:00:00.000,202000007287,"004685",1.9381,1.9381,0.082623,0.082623,1.000000,1.000000,1.938100,0.082623,0.078523,179132656,1,2021-04-12 22:21:23.000,2021-04-12 20:52:00.000,45253784
2021-06-03 00:00:00.000,202000007287,"004685",2.0596,2.0596,0.228722,0.228722,1.000000,1.000000,2.059600,0.228722,0.224622,196291062,1,2021-06-03 22:15:36.000,2021-06-03 20:53:00.000,45785386
2021-07-13 00:00:00.000,202000007287,"004685",2.0971,2.0971,0.411779,0.411779,1.000000,1.000000,2.097100,0.411779,0.407679,196772018,1,2021-07-13 22:12:43.000,2021-07-13 20:51:32.000,46231892
2021-08-30 00:00:00.000,202000007287,"004685",2.2224,2.2224,-0.233435,-0.233435,1.000000,1.000000,2.222400,-0.233435,-0.237535,198479295,1,2021-08-30 22:13:50.000,2021-08-30 20:51:35.000,47639032
2021-10-12 00:00:00.000,202000007287,"004685",2.3008,2.3008,-0.634852,-0.634852,1.000000,1.000000,2.300800,-0.634852,-0.638952,199398803,1,2021-10-12 22:15:15.000,2021-10-12 20:51:59.000,49284263
2021-11-22 00:00:00.000,202000007287,"004685",2.3209,2.3209,-0.253567,-0.253567,1.000000,1.000000,2.320900,-0.253567,-0.257667,199958820,1,2021-11-22 22:17:00.000,2021-11-22 20:51:56.000,49811032
2021-12-28 00:00:00.000,202000007287,"004685",2.5551,2.5551,0.365308,0.365308,1.000000,1.000000,2.555100,0.365308,0.361208,203085018,1,2021-12-28 22:18:54.000,2021-12-28 20:51:51.000,50875431
2022-02-08 00:00:00.000,202000007287,"004685",2.6567,2.6567,2.559450,2.559450,1.000000,1.000000,2.656700,2.559450,2.555350,259226782,1,2022-02-08 23:17:39.000,2022-02-08 21:51:49.000,51601103
2022-05-13 00:00:00.000,202000007287,"004685",2.7649,2.7649,1.023055,1.023055,1.000000,1.000000,2.764900,1.023055,1.018955,265734184,1,2022-05-13 22:20:25.000,2022-05-13 20:48:46.000,53088211
2022-07-05 00:00:00.000,202000007287,"004685",3.1341,3.1341,-0.406749,-0.406749,1.000000,1.000000,3.134100,-0.406749,-0.410849,267937870,1,2022-07-05 22:19:19.000,2022-07-05 20:49:46.000,53882839
2022-08-22 00:00:00.000,202000007287,"004685",3.4163,3.4163,0.749064,0.749064,1.000000,1.000000,3.416300,0.749064,0.744964,269684444,1,2022-08-22 23:19:35.000,2022-08-22 21:47:25.000,54684571
2022-09-15 00:00:00.000,202000007287,"004685",3.4250,3.4250,-1.154401,-1.154401,1.000000,1.000000,3.425000,-1.154401,-1.158501,270116706,1,2022-09-15 21:18:31.000,2022-09-15 19:49:18.000,55019621
2022-11-15 00:00:00.000,202000007287,"004685",3.4964,3.4964,0.497255,0.497255,1.000000,1.000000,3.496400,0.497255,0.493155,271161471,1,2022-11-16 12:17:22.000,2022-11-16 10:49:23.000,55867826
2023-02-23 00:00:00.000,202000007287,"004685",3.8232,3.8232,-0.047059,-0.047059,1.000000,1.000000,3.823200,-0.047059,-0.051159,273818590,1,2023-02-23 23:22:51.000,2023-02-23 21:46:58.000,57485744
2018-01-11 00:00:00.000,202000007287,"004685",1.0191,1.0191,-0.049039,-0.049039,1.000000,1.000000,1.019100,-0.049039,-0.053139,41078260,1,2018-01-23 00:29:24.000,2018-01-11 21:54:58.000,16393312
2018-01-12 00:00:00.000,202000007287,"004685",1.0192,1.0192,0.009813,0.009813,1.000000,1.000000,1.019200,0.009813,0.005713,41089383,1,2018-01-23 00:31:23.000,2018-01-12 20:52:09.000,16409136
2018-06-07 00:00:00.000,202000007287,"004685",1.0451,1.0451,-0.019133,-0.019133,1.000000,1.000000,1.045100,-0.019133,-0.023233,45720866,1,2018-06-08 02:01:09.000,2018-06-07 20:52:37.000,18437285
2018-08-14 00:00:00.000,202000007287,"004685",1.0617,1.0617,0.018841,0.018841,1.000000,1.000000,1.061700,0.018841,0.014741,47225806,1,2018-08-15 08:27:02.000,2018-08-14 20:51:23.000,19303092
2018-08-15 00:00:00.000,202000007287,"004685",1.0598,1.0598,-0.178958,-0.178958,1.000000,1.000000,1.059800,-0.178958,-0.183058,47238955,1,2018-08-16 08:18:14.000,2018-08-15 20:50:50.000,19315789
2018-10-25 00:00:00.000,202000007287,"004685",1.0818,1.0818,0.111049,0.111049,1.000000,1.000000,1.081800,0.111049,0.106949,56902033,1,2018-10-26 00:41:01.000,2018-10-25 21:50:29.000,20365010
2018-10-26 00:00:00.000,202000007287,"004685",1.0856,1.0856,0.351266,0.351266,1.000000,1.000000,1.085600,0.351266,0.347166,56914963,1,2018-10-27 09:27:13.000,2018-10-26 20:50:32.000,20381760
2018-12-28 00:00:00.000,202000007287,"004685",1.0869,1.0869,0.092090,0.092090,1.000000,1.000000,1.086900,0.092090,0.087990,67638778,1,2018-12-29 02:22:56.000,2018-12-28 21:50:25.000,21705578
2018-12-31 00:00:00.000,202000007287,"004685",1.0872,1.0872,0.027601,0.027601,1.000000,1.000000,1.087200,0.027601,0.023501,67658915,1,2019-01-01 00:56:07.000,2018-12-31 19:50:53.000,21726636
2019-02-28 00:00:00.000,202000007287,"004685",1.0921,1.0921,0.000000,0.000000,1.000000,1.000000,1.092100,0.000000,-0.004100,70276257,1,2019-03-01 02:45:10.000,2019-02-28 20:50:48.000,22937480
2019-04-24 00:00:00.000,202000007287,"004685",1.0970,1.0970,-0.036450,-0.036450,1.000000,1.000000,1.097000,-0.036450,-0.040550,73979890,1,2019-04-25 03:45:53.000,2019-04-24 19:50:58.000,24159055
2019-06-25 00:00:00.000,202000007287,"004685",1.1415,1.1415,-0.331791,-0.331791,1.000000,1.000000,1.141500,-0.331791,-0.335891,136645474,1,2019-07-04 01:59:41.000,2019-06-25 20:49:39.000,26411609
2019-08-08 00:00:00.000,202000007287,"004685",1.1018,1.1018,0.245656,0.245656,1.000000,1.000000,1.101800,0.245656,0.241556,138235830,1,2019-08-08 22:01:18.000,2019-08-08 20:51:37.000,27778956
2019-09-26 00:00:00.000,202000007287,"004685",1.1274,1.1274,-1.580096,-1.580096,1.000000,1.000000,1.127400,-1.580096,-1.584196,140296908,1,2019-09-27 19:07:13.000,2019-09-26 21:32:55.000,29139648
2019-11-20 00:00:00.000,202000007287,"004685",1.1365,1.1365,-0.324504,-0.324504,1.000000,1.000000,1.136500,-0.324504,-0.328604,147052190,1,2019-11-21 19:04:29.000,2019-11-20 22:22:49.000,30401811
2020-01-08 00:00:00.000,202000007287,"004685",1.2697,1.2697,-0.796937,-0.796937,1.000000,1.000000,1.269700,-0.796937,-0.801037,150408720,1,2020-01-08 21:03:51.000,2020-01-08 19:53:34.000,36185536
2020-08-28 00:00:00.000,202000007287,"004685",1.7817,1.7817,0.258849,0.258849,1.000000,1.000000,1.781700,0.258849,0.254749,156642004,1,2020-08-28 22:06:48.000,2020-08-28 20:52:08.000,40560332
2020-10-23 00:00:00.000,202000007287,"004685",1.8054,1.8054,-0.523445,-0.523445,1.000000,1.000000,1.805400,-0.523445,-0.527545,157249770,1,2020-10-23 22:07:24.000,2020-10-23 20:51:19.000,41065810
2021-01-04 00:00:00.000,202000007287,"004685",1.8595,1.8595,0.275022,0.275022,1.000000,1.000000,1.859500,0.275022,0.270922,177791898,1,2021-01-04 22:14:44.000,2021-01-04 20:51:58.000,44228753
2021-03-25 00:00:00.000,202000007287,"004685",1.8878,1.8878,-0.448241,-0.448241,1.000000,1.000000,1.887800,-0.448241,-0.452341,178939782,1,2021-03-25 22:14:50.000,2021-03-25 20:52:08.000,45091808
2021-05-14 00:00:00.000,202000007287,"004685",2.0294,2.0294,0.554950,0.554950,1.000000,1.000000,2.029400,0.554950,0.550850,179488824,1,2021-05-14 22:16:51.000,2021-05-14 20:52:25.000,45585357
2021-07-09 00:00:00.000,202000007287,"004685",2.0786,2.0786,0.687851,0.687851,1.000000,1.000000,2.078600,0.687851,0.683751,196737738,1,2021-07-09 22:12:07.000,2021-07-09 20:51:39.000,46203385
2021-08-31 00:00:00.000,202000007287,"004685",2.2362,2.2362,0.620950,0.620950,1.000000,1.000000,2.236200,0.620950,0.616850,198495256,1,2021-08-31 21:17:55.000,2021-08-31 19:53:35.000,47655509
2021-12-07 00:00:00.000,202000007287,"004685",2.3521,2.3521,0.144761,0.144761,1.000000,1.000000,2.352100,0.144761,0.140661,200231349,1,2021-12-07 22:18:13.000,2021-12-07 20:52:00.000,50067590
2021-12-29 00:00:00.000,202000007287,"004685",2.5609,2.5609,0.226997,0.226997,1.000000,1.000000,2.560900,0.226997,0.222897,203483587,1,2021-12-29 23:15:32.000,2021-12-29 21:52:52.000,50911406
2022-05-05 00:00:00.000,202000007287,"004685",2.6430,2.6430,0.881713,0.881713,1.000000,1.000000,2.643000,0.881713,0.877613,265456620,1,2022-05-05 21:17:42.000,2022-05-05 19:48:50.000,52820303
2022-05-27 00:00:00.000,202000007287,"004685",2.9300,2.9300,0.524925,0.524925,1.000000,1.000000,2.930000,0.524925,0.520825,265978449,1,2022-05-27 22:19:32.000,2022-05-27 20:46:47.000,53320336
2022-07-12 00:00:00.000,202000007287,"004685",3.1262,3.1262,-0.818528,-0.818528,1.000000,1.000000,3.126200,-0.818528,-0.822628,268047666,1,2022-07-12 22:17:25.000,2022-07-12 20:49:49.000,53988684
2023-02-03 00:00:00.000,202000007287,"004685",3.7590,3.7590,0.005321,0.005321,1.000000,1.000000,3.759000,0.005321,0.001221,272997908,1,2023-02-03 23:21:35.000,2023-02-03 21:47:35.000,57165195
2023-02-27 00:00:00.000,202000007287,"004685",3.7981,3.7981,-0.664313,-0.664313,1.000000,1.000000,3.798100,-0.664313,-0.668413,273898408,1,2023-02-27 23:25:55.000,2023-02-27 21:47:58.000,57561179
2018-04-20 00:00:00.000,202000007287,"004685",1.0457,1.0457,0.047838,0.047838,1.000000,1.000000,1.045700,0.047838,0.043738,44338677,1,2018-04-21 07:48:54.000,2018-04-20 20:51:44.000,17752637
2018-06-25 00:00:00.000,202000007287,"004685",1.0492,1.0492,-0.133257,-0.133257,1.000000,1.000000,1.049200,-0.133257,-0.137357,46355013,1,2018-06-26 04:58:46.000,2018-06-25 21:51:15.000,18592226
2018-06-26 00:00:00.000,202000007287,"004685",1.0514,1.0514,0.209684,0.209684,1.000000,1.000000,1.051400,0.209684,0.205584,46366252,1,2018-06-27 00:28:16.000,2018-06-26 20:51:15.000,18606172
2018-08-29 00:00:00.000,202000007287,"004685",1.0596,1.0596,-0.028305,-0.028305,1.000000,1.000000,1.059600,-0.028305,-0.032405,47415982,1,2018-08-30 09:25:45.000,2018-08-29 20:52:08.000,19466219
2018-11-09 00:00:00.000,202000007287,"004685",1.0794,1.0794,0.000000,0.000000,1.000000,1.000000,1.079400,0.000000,-0.004100,57074329,1,2018-11-10 09:40:40.000,2018-11-09 21:50:49.000,20519956
2018-11-12 00:00:00.000,202000007287,"004685",1.0800,1.0800,0.055586,0.055586,1.000000,1.000000,1.080000,0.055586,0.051486,57099779,1,2018-11-13 01:55:32.000,2018-11-12 20:50:22.000,20548962
2019-03-18 00:00:00.000,202000007287,"004685",1.0927,1.0927,0.000000,0.000000,1.000000,1.000000,1.092700,0.000000,-0.004100,70543807,1,2019-03-19 03:05:15.000,2019-03-18 20:50:36.000,23138938
2019-05-17 00:00:00.000,202000007287,"004685",1.1081,1.1081,-1.825109,-1.825109,1.000000,1.000000,1.108100,-1.825109,-1.829209,87559482,1,2019-07-04 01:59:41.000,2019-05-17 20:48:58.000,26381245
2019-07-09 00:00:00.000,202000007287,"004685",1.1350,1.1350,0.327057,0.327057,1.000000,1.000000,1.135000,0.327057,0.322957,137748559,1,2019-07-10 09:37:42.000,2019-07-09 20:48:33.000,26926409
2019-12-20 00:00:00.000,202000007287,"004685",1.2056,1.2056,-0.206937,-0.206937,1.000000,1.000000,1.205600,-0.206937,-0.211037,148415038,1,2019-12-23 01:36:12.000,2019-12-20 20:54:13.000,32431891
2020-02-19 00:00:00.000,202000007287,"004685",1.2225,1.2225,-0.106227,-0.106227,1.000000,1.000000,1.222500,-0.106227,-0.110327,152754276,1,2020-02-19 22:05:03.000,2020-02-19 20:51:40.000,37620544
2020-04-15 00:00:00.000,202000007287,"004685",1.2972,1.2972,-0.916590,-0.916590,1.000000,1.000000,1.297200,-0.916590,-0.920690,153898742,1,2020-04-15 22:05:38.000,2020-04-15 20:52:20.000,39245457
2020-06-08 00:00:00.000,202000007287,"004685",1.3868,1.3868,-0.402183,-0.402183,1.000000,1.000000,1.386800,-0.402183,-0.406283,154537616,1,2020-06-08 22:04:56.000,2020-06-08 20:51:52.000,39785611
2020-10-21 00:00:00.000,202000007287,"004685",1.8176,1.8176,-0.775194,-0.775194,1.000000,1.000000,1.817600,-0.775194,-0.779294,157180060,1,2020-10-21 22:06:24.000,2020-10-21 20:51:14.000,41010056
2020-12-01 00:00:00.000,202000007287,"004685",1.8999,1.8999,0.758379,0.758379,1.000000,1.000000,1.899900,0.758379,0.754279,158600463,1,2020-12-01 22:14:50.000,2020-12-01 20:51:54.000,42195829
2021-01-12 00:00:00.000,202000007287,"004685",1.7372,1.7372,0.288650,0.288650,1.000000,1.000000,1.737200,0.288650,0.284550,177880648,1,2021-01-12 22:13:27.000,2021-01-12 20:52:01.000,44310420
2021-05-19 00:00:00.000,202000007287,"004685",2.0028,2.0028,-0.189375,-0.189375,1.000000,1.000000,2.002800,-0.189375,-0.193475,179537494,1,2021-05-19 22:14:30.000,2021-05-19 20:51:20.000,45628707
2021-07-07 00:00:00.000,202000007287,"004685",2.0746,2.0746,-0.028913,-0.028913,1.000000,1.000000,2.074600,-0.028913,-0.033013,196699747,1,2021-07-07 22:10:03.000,2021-07-07 20:51:34.000,46165152
2021-10-15 00:00:00.000,202000007287,"004685",2.2780,2.2780,-0.900509,-0.900509,1.000000,1.000000,2.278000,-0.900509,-0.904609,199454615,1,2021-10-15 23:13:46.000,2021-10-15 21:53:12.000,49350725
2021-11-19 00:00:00.000,202000007287,"004685",2.3268,2.3268,0.818926,0.818926,1.000000,1.000000,2.326800,0.818926,0.814826,199938367,1,2021-11-19 22:20:12.000,2021-11-19 20:51:57.000,49793370
2021-12-23 00:00:00.000,202000007287,"004685",2.5470,2.5470,-0.956603,-0.956603,1.000000,1.000000,2.547000,-0.956603,-0.960703,202142295,1,2021-12-23 22:16:44.000,2021-12-23 20:51:52.000,50824727
2022-01-21 00:00:00.000,202000007287,"004685",2.6274,2.6274,0.431941,0.431941,1.000000,1.000000,2.627400,0.431941,0.427841,259052021,1,2022-01-21 23:17:05.000,2022-01-21 21:51:50.000,51438778
2022-04-19 00:00:00.000,202000007287,"004685",2.8522,2.8522,0.998584,0.998584,1.000000,1.000000,2.852200,0.998584,0.994484,265255968,1,2022-04-19 21:19:19.000,2022-04-19 19:48:46.000,52632761
2022-07-26 00:00:00.000,202000007287,"004685",3.2827,3.2827,0.857196,0.857196,1.000000,1.000000,3.282700,0.857196,0.853096,268281885,1,2022-07-26 22:19:42.000,2022-07-26 20:49:25.000,54203058
2022-09-09 00:00:00.000,202000007287,"004685",3.4626,3.4626,-0.141312,-0.141312,1.000000,1.000000,3.462600,-0.141312,-0.145412,270050930,1,2022-09-09 23:18:05.000,2022-09-09 21:50:03.000,54956225
2022-11-09 00:00:00.000,202000007287,"004685",3.4337,3.4337,0.107872,0.107872,1.000000,1.000000,3.433700,0.107872,0.103772,271030784,1,2022-11-09 22:19:49.000,2022-11-09 20:49:23.000,55730357
2022-12-02 00:00:00.000,202000007287,"004685",3.5902,3.5902,1.103914,1.103914,1.000000,1.000000,3.590200,1.103914,1.099814,271779183,1,2022-12-02 21:21:06.000,2022-12-02 20:14:53.000,56217601
2022-12-27 00:00:00.000,202000007287,"004685",3.5249,3.5249,0.315897,0.315897,1.000000,1.000000,3.524900,0.315897,0.311797,272444312,1,2022-12-27 23:23:24.000,2022-12-27 21:48:51.000,56655251
2023-03-10 00:00:00.000,202000007287,"004685",3.7941,3.7941,-1.107752,-1.107752,1.000000,1.000000,3.794100,-1.107752,-1.111852,274146205,1,2023-03-10 23:23:48.000,2023-03-10 21:47:58.000,57797475
2023-04-03 00:00:00.000,202000007287,"004685",3.7434,3.7434,0.321595,0.321595,1.000000,1.000000,3.743400,0.321595,0.317495,274551414,1,2023-04-03 23:37:57.000,2023-04-03 21:52:58.000,58176266
2017-12-19 00:00:00.000,202000007287,"004685",1.0186,1.0186,-0.049063,-0.049063,1.000000,1.000000,1.018600,-0.049063,-0.053163,40016365,1,2017-12-20 07:17:54.000,2017-12-19 20:53:14.000,15528388
2018-03-08 00:00:00.000,202000007287,"004685",1.0310,1.0310,-0.019395,-0.019395,1.000000,1.000000,1.031000,-0.019395,-0.023495,42516494,1,2018-03-09 09:24:31.000,2018-03-08 20:51:42.000,17068658
2018-05-16 00:00:00.000,202000007287,"004685",1.0436,1.0436,0.019168,0.019168,1.000000,1.000000,1.043600,0.019168,0.015068,45251960,1,2018-05-17 08:14:52.000,2018-05-16 20:51:59.000,17991941
2018-07-23 00:00:00.000,202000007287,"004685",1.0633,1.0633,0.122411,0.122411,1.000000,1.000000,1.063300,0.122411,0.118311,46932459,1,2018-07-24 08:26:03.000,2018-07-23 20:52:01.000,19062530
2018-09-20 00:00:00.000,202000007287,"004685",1.0558,1.0558,-0.113529,-0.113529,1.000000,1.000000,1.055800,-0.113529,-0.117629,54245749,1,2018-09-21 12:32:27.000,2018-09-20 20:51:35.000,19812746
2018-11-28 00:00:00.000,202000007287,"004685",1.0831,1.0831,0.000000,0.000000,1.000000,1.000000,1.083100,0.000000,-0.004100,57464187,1,2018-11-29 01:29:05.000,2018-11-28 19:50:38.000,20857524
2019-01-30 00:00:00.000,202000007287,"004685",1.0898,1.0898,0.000000,0.000000,1.000000,1.000000,1.089800,0.000000,-0.004100,68953027,1,2019-01-31 02:10:47.000,2019-01-30 20:50:10.000,22421250
2019-04-03 00:00:00.000,202000007287,"004685",1.0984,1.0984,0.072886,0.072886,1.000000,1.000000,1.098400,0.072886,0.068786,70912435,1,2019-04-04 04:43:02.000,2019-04-03 20:50:29.000,23304102
2019-06-05 00:00:00.000,202000007287,"004685",1.1083,1.1083,0.081271,0.081271,1.000000,1.000000,1.108300,0.081271,0.077171,134908885,1,2019-07-04 01:59:41.000,2019-06-05 20:50:56.000,26533865
2019-07-31 00:00:00.000,202000007287,"004685",1.1346,1.1346,-0.377557,-0.377557,1.000000,1.000000,1.134600,-0.377557,-0.381657,138079995,1,2019-07-31 22:01:12.000,2019-07-31 20:49:36.000,27221206
2019-09-20 00:00:00.000,202000007287,"004685",1.1638,1.1638,0.284360,0.284360,1.000000,1.000000,1.163800,0.284360,0.280260,140183736,1,2019-09-23 19:06:49.000,2019-09-20 20:52:01.000,28988652
2019-11-18 00:00:00.000,202000007287,"004685",1.1299,1.1299,0.346359,0.346359,1.000000,1.000000,1.129900,0.346359,0.342259,147010749,1,2019-11-19 19:05:32.000,2019-11-18 21:53:46.000,30270114
2020-01-03 00:00:00.000,202000007287,"004685",1.2551,1.2551,0.448179,0.448179,1.000000,1.000000,1.255100,0.448179,0.444079,150320389,1,2020-01-03 22:04:22.000,2020-01-03 20:52:55.000,35597730
2020-04-10 00:00:00.000,202000007287,"004685",1.2956,1.2956,-1.684626,-1.684626,1.000000,1.000000,1.295600,-1.684626,-1.688726,153854380,1,2020-04-10 22:03:37.000,2020-04-10 20:51:25.000,39215407
2020-05-27 00:00:00.000,202000007287,"004685",1.3438,1.3438,0.298552,0.298552,1.000000,1.000000,1.343800,0.298552,0.294452,154337936,1,2020-05-27 22:06:11.000,2020-05-27 20:51:57.000,39597374
2020-07-02 00:00:00.000,202000007287,"004685",1.4271,1.4271,1.298978,1.298978,1.000000,1.000000,1.427100,1.298978,1.294878,155175187,1,2020-07-02 22:05:30.000,2020-07-02 20:52:17.000,40016772
2020-08-11 00:00:00.000,202000007287,"004685",1.6835,1.6835,-0.894802,-0.894802,1.000000,1.000000,1.683500,-0.894802,-0.898902,156416284,1,2020-08-11 22:05:54.000,2020-08-11 20:51:55.000,40375611
2020-11-16 00:00:00.000,202000007287,"004685",1.8591,1.8591,1.170004,1.170004,1.000000,1.000000,1.859100,1.170004,1.165904,157645266,1,2020-11-16 22:14:02.000,2020-11-16 20:52:51.000,41402346
